image_path,navigation_command,command_name,steering_angle,angle_bin,camera_name,source,original_image_path,gps_x,gps_y,gps_z,yaw,speed_kmh,timestamp,session_id,frame_id
images/000019_right_right_extreme_center.jpg,4,RIGHT,0.22,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0038009_center.jpg,100.783694,107.740394,0.316175,18.436729,20.0,2026_06_22_20_05_11_823443,session_20260622_193333,38009
images/000020_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.04,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0033665_center.jpg,127.505294,-159.91728,0.316061,24.314475,20.0,2026_06_22_20_01_35_578990,session_20260622_193333,33665
images/000021_right_almost_straight_center.jpg,4,RIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_204015_0010382_center.jpg,51.373832,-27.115383,0.352147,11.763618,20.0,2026_06_22_20_48_56_289261,session_20260622_204015,10382
images/000022_left_right_medium_center.jpg,3,LEFT,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0021167_center.jpg,44.105379,-62.005738,0.316061,31.31647,20.0,2026_06_22_19_51_11_523679,session_20260622_193333,21167
images/000023_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.02,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0012246_center.jpg,41.431936,149.635979,0.316049,16.109713,20.0,2026_06_22_19_43_46_243099,session_20260622_193333,12246
images/000024_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.16,left_medium,center,cil_dataset_estratificado,images/session_20260622_205309_0002237_center.jpg,-18.175768,36.255032,0.315894,-12.253627,20.0,2026_06_22_20_55_03_535939,session_20260622_205309,2237
images/000025_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_204015_0003636_center.jpg,109.699604,69.404649,0.316043,7.903208,20.0,2026_06_22_20_43_19_695738,session_20260622_204015,3636
images/000026_follow_lane_almost_straight_center.jpg,2,FOLLOW_LANE,0.02,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0000876_center.jpg,-218.938502,-177.453162,0.316044,0.902988,20.0,2026_06_22_19_34_17_939491,session_20260622_193333,876
images/000027_follow_lane_right_strong_center.jpg,2,FOLLOW_LANE,0.14,right_strong,center,cil_dataset_estratificado,images/session_20260622_205201_0000782_center.jpg,-27.588833,-30.915039,0.316097,-3.919277,20.0,2026_06_22_20_52_43_626421,session_20260622_205201,782
images/000028_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.04,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0024242_center.jpg,157.189984,39.479117,0.316071,31.479887,20.0,2026_06_22_19_53_45_073992,session_20260622_193333,24242
images/000029_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.06,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0008379_center.jpg,-233.757585,46.731245,0.316054,12.426819,20.0,2026_06_22_19_40_32_484719,session_20260622_193333,8379
images/000030_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.04,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0017408_center.jpg,-235.735533,-80.908237,0.315952,25.032918,20.0,2026_06_22_19_48_03_213608,session_20260622_193333,17408
images/000031_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0022762_center.jpg,-33.365465,148.795604,0.316061,27.827724,20.0,2026_06_22_19_52_30_996117,session_20260622_193333,22762
images/000032_straight_almost_straight_center.jpg,5,STRAIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0005938_center.jpg,109.310627,79.723609,0.316043,9.447641,20.0,2026_06_22_19_38_31_309032,session_20260622_193333,5938
images/000033_left_left_medium_center.jpg,3,LEFT,-0.16,left_medium,center,cil_dataset_estratificado,images/session_20260622_204015_0003737_center.jpg,100.910215,93.467551,0.316114,8.853783,20.0,2026_06_22_20_43_24_789406,session_20260622_204015,3737
images/000034_left_left_soft_center.jpg,3,LEFT,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_204015_0007871_center.jpg,38.293265,-19.962926,0.313486,17.33603,20.0,2026_06_22_20_46_50_718200,session_20260622_204015,7871
images/000035_follow_lane_right_extreme_center.jpg,2,FOLLOW_LANE,0.28,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0023581_center.jpg,102.472708,113.991755,0.316894,28.892496,20.0,2026_06_22_19_53_11_959416,session_20260622_193333,23581
images/000036_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.02,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0012484_center.jpg,-7.707719,181.446002,0.316055,17.342799,20.0,2026_06_22_19_43_58_052836,session_20260622_193333,12484
images/000037_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_204015_0005737_center.jpg,101.221922,-28.520846,0.316107,13.677799,20.0,2026_06_22_20_45_04_393029,session_20260622_204015,5737
images/000038_follow_lane_left_strong_center.jpg,2,FOLLOW_LANE,-0.2,left_strong,center,cil_dataset_estratificado,images/session_20260622_204015_0004218_center.jpg,19.343751,172.863903,0.316479,8.801872,20.0,2026_06_22_20_43_48_651885,session_20260622_204015,4218
images/000039_follow_lane_left_strong_center.jpg,2,FOLLOW_LANE,-0.2,left_strong,center,cil_dataset_estratificado,images/session_20260622_193333_0017879_center.jpg,-209.191628,-194.279139,0.316499,26.024132,20.0,2026_06_22_19_48_26_893723,session_20260622_193333,17879
images/000040_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.02,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0010018_center.jpg,-23.093133,-195.636235,0.316043,14.115615,20.0,2026_06_22_19_41_54_721000,session_20260622_193333,10018
images/000041_right_almost_straight_center.jpg,4,RIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_205309_0002180_center.jpg,-32.916993,38.103013,0.304571,-12.758583,20.0,2026_06_22_20_55_00_700804,session_20260622_205309,2180
images/000042_follow_lane_left_strong_center.jpg,2,FOLLOW_LANE,-0.2,left_strong,center,cil_dataset_estratificado,images/session_20260622_193333_0015206_center.jpg,40.605888,243.042153,0.316103,23.644441,20.0,2026_06_22_19_46_14_090858,session_20260622_193333,15206
images/000043_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.02,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0012289_center.jpg,36.497566,159.968191,0.316063,16.218364,20.0,2026_06_22_19_43_48_399559,session_20260622_193333,12289
images/000044_right_right_super_extreme_center.jpg,4,RIGHT,0.4,right_super_extreme,center,cil_dataset_estratificado,images/session_20260622_204015_0010900_center.jpg,-30.83118,47.943146,0.317371,12.952607,20.0,2026_06_22_20_49_22_076822,session_20260622_204015,10900
images/000045_right_right_medium_center.jpg,4,RIGHT,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_205309_0003747_center.jpg,40.752025,-26.245555,0.357115,-20.353668,20.0,2026_06_22_20_56_18_999720,session_20260622_205309,3747
images/000046_left_left_strong_center.jpg,3,LEFT,-0.24,left_strong,center,cil_dataset_estratificado,images/session_20260622_193333_0023496_center.jpg,107.412241,95.424822,0.31658,27.516224,20.0,2026_06_22_19_53_07_715671,session_20260622_193333,23496
images/000047_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_204015_0005394_center.jpg,40.547894,-16.948289,0.316043,11.03283,20.0,2026_06_22_20_44_47_180205,session_20260622_204015,5394
images/000048_straight_almost_straight_center.jpg,5,STRAIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0004655_center.jpg,-48.949821,40.247546,0.316043,6.276051,20.0,2026_06_22_19_37_26_869208,session_20260622_193333,4655
images/000049_straight_almost_straight_center.jpg,5,STRAIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0005160_center.jpg,14.594257,-50.376049,0.316043,7.823644,20.0,2026_06_22_19_37_52_198300,session_20260622_193333,5160
images/000050_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_205201_0000709_center.jpg,-10.297362,-38.535947,0.316086,-3.196381,20.0,2026_06_22_20_52_39_777968,session_20260622_205201,709
images/000051_left_left_medium_center.jpg,3,LEFT,-0.18,left_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0020437_center.jpg,112.232044,95.209301,0.316134,30.530268,20.0,2026_06_22_19_50_35_119560,session_20260622_193333,20437
images/000052_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0043051_center.jpg,46.582148,-87.254563,0.316206,27.736652,20.0,2026_06_22_20_09_23_242284,session_20260622_193333,43051
images/000053_left_left_soft_center.jpg,3,LEFT,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_204015_0006140_center.jpg,108.233118,77.421436,0.316053,14.382505,20.0,2026_06_22_20_45_24_623488,session_20260622_204015,6140
images/000054_straight_almost_straight_center.jpg,5,STRAIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0011841_center.jpg,117.079059,100.595488,0.316043,17.280903,20.0,2026_06_22_19_43_26_197568,session_20260622_193333,11841
images/000055_right_almost_straight_center.jpg,4,RIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_205309_0002181_center.jpg,-32.658052,38.037249,0.310186,-12.763485,20.0,2026_06_22_20_55_00_744318,session_20260622_205309,2181
images/000056_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0043285_center.jpg,29.420888,-41.879602,0.364189,29.854146,20.0,2026_06_22_20_09_34_943002,session_20260622_193333,43285
images/000057_follow_lane_right_strong_center.jpg,2,FOLLOW_LANE,0.16,right_strong,center,cil_dataset_estratificado,images/session_20260622_203501_0001004_center.jpg,92.731779,-23.658681,0.316329,5.760489,20.0,2026_06_22_20_38_35_442012,session_20260622_203501,1004
images/000058_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.06,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0022911_center.jpg,0.301985,164.798477,0.316052,26.747839,20.0,2026_06_22_19_52_38_462375,session_20260622_193333,22911
images/000059_follow_lane_almost_straight_center.jpg,2,FOLLOW_LANE,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0037732_center.jpg,102.49499,181.324172,0.316051,18.868284,20.0,2026_06_22_20_04_58_061342,session_20260622_193333,37732
images/000060_follow_lane_almost_straight_center.jpg,2,FOLLOW_LANE,-0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_204015_0009141_center.jpg,54.052351,129.524803,0.315896,17.066807,20.0,2026_06_22_20_47_54_274349,session_20260622_204015,9141
images/000061_follow_lane_left_extreme_center.jpg,2,FOLLOW_LANE,-0.54,left_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0023738_center.jpg,123.069637,130.44777,0.315521,29.315717,20.0,2026_06_22_19_53_19_867607,session_20260622_193333,23738
images/000062_left_left_medium_center.jpg,3,LEFT,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_204015_0003689_center.jpg,108.141743,83.340247,0.316085,8.227257,20.0,2026_06_22_20_43_22_367170,session_20260622_204015,3689
images/000063_follow_lane_right_strong_center.jpg,2,FOLLOW_LANE,0.2,right_strong,center,cil_dataset_estratificado,images/session_20260622_204015_0010139_center.jpg,96.311906,-16.089107,0.316462,14.592323,20.0,2026_06_22_20_48_44_212503,session_20260622_204015,10139
images/000064_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.1,right_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0024068_center.jpg,143.011684,81.71795,0.316071,32.3477,20.0,2026_06_22_19_53_36_333217,session_20260622_193333,24068
images/000065_follow_lane_right_extreme_center.jpg,2,FOLLOW_LANE,0.22,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0021358_center.jpg,12.488389,-99.175752,0.316148,30.068259,20.0,2026_06_22_19_51_21_099071,session_20260622_193333,21358
images/000066_follow_lane_right_extreme_center.jpg,2,FOLLOW_LANE,0.28,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0016009_center.jpg,-167.21346,231.798325,0.316265,23.272482,20.0,2026_06_22_19_46_53_657221,session_20260622_193333,16009
images/000067_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_205309_0001795_center.jpg,-10.722119,-42.064549,0.316103,-9.492451,20.0,2026_06_22_20_54_41_532221,session_20260622_205309,1795
images/000068_left_left_medium_center.jpg,3,LEFT,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0039116_center.jpg,-52.169445,62.113762,0.316082,19.035406,20.0,2026_06_22_20_06_06_874689,session_20260622_193333,39116
images/000069_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0010906_center.jpg,172.159337,-112.67908,0.316067,15.573125,20.0,2026_06_22_19_42_39_398453,session_20260622_193333,10906
images/000070_left_left_strong_center.jpg,3,LEFT,-0.24,left_strong,center,cil_dataset_estratificado,images/session_20260622_193333_0043183_center.jpg,51.507425,-53.189056,0.316705,28.527951,20.0,2026_06_22_20_09_29_844465,session_20260622_193333,43183
images/000071_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0043273_center.jpg,32.625525,-41.851255,0.313133,29.847288,20.0,2026_06_22_20_09_34_356116,session_20260622_193333,43273
images/000072_left_almost_straight_left_center.jpg,3,LEFT,-0.04,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0023392_center.jpg,82.186937,85.840949,0.316081,26.734683,20.0,2026_06_22_19_53_02_449124,session_20260622_193333,23392
images/000073_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.06,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0034881_center.jpg,-190.837437,-180.006898,0.316043,23.500688,20.0,2026_06_22_20_02_36_588014,session_20260622_193333,34881
images/000074_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.04,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0021313_center.jpg,22.472636,-92.992462,0.316047,30.584036,20.0,2026_06_22_19_51_18_838826,session_20260622_193333,21313
images/000075_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_205309_0003932_center.jpg,3.259123,-41.727924,0.316335,-22.204966,20.0,2026_06_22_20_56_28_245651,session_20260622_205309,3932
images/000076_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_204015_0002647_center.jpg,12.209397,40.944074,0.316078,6.203378,20.0,2026_06_22_20_42_30_167766,session_20260622_204015,2647
images/000077_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.1,right_medium,center,cil_dataset_estratificado,images/session_20260622_205309_0004169_center.jpg,-40.680904,-4.929662,0.316067,-23.376823,20.0,2026_06_22_20_56_40_068316,session_20260622_205309,4169
images/000078_left_left_soft_center.jpg,3,LEFT,-0.08,left_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0041774_center.jpg,-56.815048,35.85741,0.316673,23.34205,20.0,2026_06_22_20_08_19_267589,session_20260622_193333,41774
images/000079_follow_lane_left_soft_center.jpg,2,FOLLOW_LANE,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_204015_0010681_center.jpg,26.547173,43.956044,0.31653,12.796312,20.0,2026_06_22_20_49_11_177042,session_20260622_204015,10681
images/000080_right_almost_straight_center.jpg,4,RIGHT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_205309_0002641_center.jpg,41.01717,-23.828673,0.359744,-14.081753,20.0,2026_06_22_20_55_23_818938,session_20260622_205309,2641
images/000081_follow_lane_left_extreme_center.jpg,2,FOLLOW_LANE,-0.3,left_extreme,center,cil_dataset_estratificado,images/session_20260622_204015_0009174_center.jpg,53.441814,127.870996,0.517856,17.572343,20.0,2026_06_22_20_47_55_928478,session_20260622_204015,9174
images/000082_right_right_extreme_center.jpg,4,RIGHT,0.28,right_extreme,center,cil_dataset_estratificado,images/session_20260622_205201_0001034_center.jpg,-37.602543,32.600958,0.316265,-5.363161,20.0,2026_06_22_20_52_56_079983,session_20260622_205201,1034
images/000083_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.06,right_soft,center,cil_dataset_estratificado,images/session_20260622_205201_0000646_center.jpg,6.431841,-39.975248,0.316057,-3.137105,20.0,2026_06_22_20_52_36_636223,session_20260622_205201,646
images/000084_left_left_soft_center.jpg,3,LEFT,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_204015_0002961_center.jpg,39.467418,-27.083887,0.356056,4.820128,20.0,2026_06_22_20_42_45_836889,session_20260622_204015,2961
images/000085_follow_lane_left_medium_center.jpg,2,FOLLOW_LANE,-0.12,left_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0031757_center.jpg,34.413381,-97.7764,0.316053,27.517112,20.0,2026_06_22_19_59_59_841317,session_20260622_193333,31757
images/000086_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0043276_center.jpg,31.824067,-41.857537,0.316337,29.852654,20.0,2026_06_22_20_09_34_501825,session_20260622_193333,43276
images/000087_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0041742_center.jpg,-48.517863,33.929199,0.31613,23.287558,20.0,2026_06_22_20_08_17_671076,session_20260622_193333,41742
images/000088_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.08,right_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0016554_center.jpg,-229.676711,139.848163,0.31611,25.450846,20.0,2026_06_22_19_47_20_627023,session_20260622_193333,16554
images/000089_left_almost_straight_center.jpg,3,LEFT,0.02,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0022429_center.jpg,-45.269722,61.492508,0.315974,27.885858,20.0,2026_06_22_19_52_14_344157,session_20260622_193333,22429
images/000090_follow_lane_right_extreme_center.jpg,2,FOLLOW_LANE,0.24,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0038200_center.jpg,54.654127,105.810155,0.316847,16.65948,20.0,2026_06_22_20_05_21_362769,session_20260622_193333,38200
images/000091_follow_lane_left_extreme_center.jpg,2,FOLLOW_LANE,-0.36,left_extreme,center,cil_dataset_estratificado,images/session_20260622_204015_0009250_center.jpg,51.371144,131.531719,0.737647,18.288977,20.0,2026_06_22_20_47_59_723774,session_20260622_204015,9250
images/000092_follow_lane_right_strong_center.jpg,2,FOLLOW_LANE,0.2,right_strong,center,cil_dataset_estratificado,images/session_20260622_204015_0002783_center.jpg,40.134219,19.819353,0.316493,5.240105,20.0,2026_06_22_20_42_36_979989,session_20260622_204015,2783
images/000093_follow_lane_right_extreme_center.jpg,2,FOLLOW_LANE,0.22,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0017223_center.jpg,-229.298902,-32.878168,0.316166,24.95723,20.0,2026_06_22_19_47_53_954696,session_20260622_193333,17223
images/000094_follow_lane_almost_straight_center.jpg,2,FOLLOW_LANE,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_193333_0013255_center.jpg,-53.365797,1.03728,0.316043,18.885453,20.0,2026_06_22_19_44_36_469025,session_20260622_193333,13255
images/000095_follow_lane_right_medium_center.jpg,2,FOLLOW_LANE,0.1,right_medium,center,cil_dataset_estratificado,images/session_20260622_193333_0026380_center.jpg,-219.504343,-159.779657,0.316071,28.643724,20.0,2026_06_22_19_55_32_415509,session_20260622_193333,26380
images/000096_follow_lane_left_extreme_center.jpg,2,FOLLOW_LANE,-0.3,left_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0041876_center.jpg,-83.105756,41.244944,0.316322,23.683963,20.0,2026_06_22_20_08_24_304116,session_20260622_193333,41876
images/000097_left_left_soft_center.jpg,3,LEFT,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_204015_0004820_center.jpg,-50.202087,69.601363,0.316057,11.111894,20.0,2026_06_22_20_44_18_533102,session_20260622_204015,4820
images/000098_left_left_strong_center.jpg,3,LEFT,-0.24,left_strong,center,cil_dataset_estratificado,images/session_20260622_204015_0006215_center.jpg,98.280077,93.812327,0.316238,15.282063,20.0,2026_06_22_20_45_28_378330,session_20260622_204015,6215
images/000099_follow_lane_almost_straight_left_center.jpg,2,FOLLOW_LANE,-0.02,almost_straight_left,center,cil_dataset_estratificado,images/session_20260622_193333_0013574_center.jpg,-0.674841,-52.503626,0.316049,20.309224,20.0,2026_06_22_19_44_52_435924,session_20260622_193333,13574
images/000100_follow_lane_left_soft_center.jpg,2,FOLLOW_LANE,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0015693_center.jpg,-84.258557,233.278785,0.316057,23.601693,20.0,2026_06_22_19_46_38_074756,session_20260622_193333,15693
images/000101_follow_lane_right_soft_center.jpg,2,FOLLOW_LANE,0.04,right_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0025219_center.jpg,81.654812,-180.046021,0.316048,29.922384,20.0,2026_06_22_19_54_34_109783,session_20260622_193333,25219
images/000102_follow_lane_almost_straight_center.jpg,2,FOLLOW_LANE,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_192954_0001450_center.jpg,-71.291936,-191.309596,0.316043,1.569667,20.0,2026_06_22_19_31_41_001333,session_20260622_192954,1450
images/000103_left_left_soft_center.jpg,3,LEFT,-0.06,left_soft,center,cil_dataset_estratificado,images/session_20260622_193333_0039092_center.jpg,-52.644908,68.458359,0.316129,18.845229,20.0,2026_06_22_20_06_05_686419,session_20260622_193333,39092
images/000104_left_almost_straight_center.jpg,3,LEFT,0.0,almost_straight,center,cil_dataset_estratificado,images/session_20260622_203501_0000593_center.jpg,97.723581,85.196097,0.316153,6.145916,20.0,2026_06_22_20_38_14_813348,session_20260622_203501,593
images/000105_right_right_extreme_center.jpg,4,RIGHT,0.24,right_extreme,center,cil_dataset_estratificado,images/session_20260622_193333_0031934_center.jpg,50.970909,-55.658796,0.316484,27.731055,20.0,2026_06_22_20_00_08_687455,session_20260622_193333,31934
